Position,Waitlist ID,SR #,Instructions
28,03241967TL,18272966,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
29,06201991QG,18272686,
30,02081998MG,18270671,
31,08041995JA,18270928,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
32,11141990DT,18273755,
33,09161965RS,18272812,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
34,08281992LH,18271586,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
35,04301969SG,18273257,
36,11041986CM,18273661,
37,07131988TP,18271537,
38,03161978JP,18270670,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
39,10281950WE,18272075,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
40,08191987OO,18270970,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
41,04261962BM,18270971,
42,06261987FZ,18273994,
43,06111982AB,18275833,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
44,11041994JP,18276901,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
45,01011988AF,18276061,
46,11011983SR,18277744,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
47,12011959NJ,18277535,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
48,05171993SW,18274269,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
49,12271993JF,18274047,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
50,08081995PM,18276186,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
51,12161985GS,18275236,
52,10262001SS,18275848,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
53,08121990DM,18276597,
54,08311988DR,18274054,
55,03111966SS,18277402,
56,08282001DF,18276921,
57,04231983AQ,18274052,
58,02251987GP,18278871,
59,11251965MC,18282195,
60,07011993BC,18279868,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
61,02081966AS,18282710,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
62,02021971DP,18282101,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
63,08101965DS,18278490,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
64,06151080TR,18278453,
65,10231973RE,18280806,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
66,03201985TK,18280970,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
67,10231972DA,18281006,
68,09101974RL,18279937,
69,05102000AH,18280834,
70,03291974EW,18281230,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
71,11111984GD,18279916,
72,05181989JA,18285572,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
73,03241966EB,18283453,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
74,04091959US,18284842,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
75,04021967SF,18283544,
76,02141994MV,18283597,
77,06271988ZV,18285477,
78,07091948MW,18284141,
79,03041992JW,18286108,
80,07201977JC,18283202,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
81,09281995GD,18285415,
82,08241985EG,18285913,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
83,06231985IO,18284922,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
84,07161996EM,18286229,
85,09091998DR,18286001,
86,07031996RL,18285171,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
87,08011958SG,18285925,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
88,01081971SP,18286898,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
89,06011982MR,18283746,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
90,04242004PT,18288649,
91,03291997SK,18290012,
92,08312001AS,18290018,
93,01311965WB,18288362,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
94,07111990DH,18292974,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
95,01161997DS,18292536,
96,10012001MC,18294701,
97,08171985KH,18297267,
98,10171982NN,18295558,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
99,01271973JH,18295648,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
100,06051989TS,18293963,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
101,04031972JM,18293460,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
102,06281991DJ,18293143,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
103,08281948HS,18294550,
104,04061972AJ,18295896,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
105,07201983JC,18293680,
106,12152001RA,18296908,
107,07231954CG,18296938,
108,10111996TH,18296064,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
109,08301976HW,18295976,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
110,11091991DW,18297268,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
111,09041991RG,18293975,
112,08171985KM,18297275,
113,11141966RE,18294668,
114,02261993JH,18297231,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
115,09301961EC,18293809,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
116,08271964CC,18294499,
117,09281992AM,18293361,
118,01241989KP,18296233,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
119,05051985CQ,18297133,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
120,09071998CM,18293522,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
121,04251961RR,18294517,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
122,09161986BL,18294568,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
123,09011959ET,18297111,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
124,02141994MC,18296577,
125,12021964NH,18294176,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
126,01051995RA,18296111,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
127,02072001JG,18297780,
128,06301995AR,18293705,
129,04151983SD,18300439,
130,08071979IM,18301473,
131,06071984EE,18300501,
132,04091997SM,18302284,
133,05091969LE,18299922,
134,11201964SP,18300520,
135,01041988YO,18302020,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
136,02111970JW,18299396,
137,05151978JL,18301575,
138,05101978NG,18300951,
139,04081989TT,18299160,
140,09221982BC,18299511,
141,05261958MH,18299503,
142,04051953LF,18302272,
143,11261959CA,18299591,
144,09161973HR,18300054,
145,12121974GF,18300011,
146,03221987MP,18301504,
147,09281960LF,18299107,
148,06102003AP,18301101,
149,05021997JA,18299950,
150,03231982MF,18301933,
