Position,Waitlist ID,SR #,Instructions
26,06151080TR,18278453,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
27,05102000AH,18280834,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
28,11111984GD,18279916,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
29,04021967SF,18283544,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
30,07091948MW,18284141,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
31,03041992JW,18286108,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
32,09281995GD,18285415,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
33,07161996EM,18286229,
34,09091998DR,18286001,
35,04242004PT,18288649,
36,03291997SK,18290012,
37,08312001AS,18290018,
38,01161997DS,18292536,
39,10012001MC,18294701,
40,08171985KH,18297267,
41,08281948HS,18294550,
42,07201983JC,18293680,
43,12152001RA,18296908,
44,07231954CG,18296938,
45,09041991RG,18293975,
46,08171985KM,18297275,
47,11141966RE,18294668,
48,08271964CC,18294499,
49,09281992AM,18293361,
50,02141994MC,18296577,
51,02072001JG,18297780,
52,06301995AR,18293705,
53,04151983SD,18300439,
54,08071979IM,18301473,
55,06071984EE,18300501,
56,04091997SM,18302284,
57,05091969LE,18299922,
58,11201964SP,18300520,
59,02111970JW,18299396,
60,05151978JL,18301575,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
61,05101978NG,18300951,
62,04081989TT,18299160,
63,09221982BC,18299511,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
64,04051953LF,18302272,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
65,11261959CA,18299591,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
66,12121974GF,18300011,
67,03221987MP,18301504,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
68,09281960LF,18299107,
69,06102003AP,18301101,
70,05021997JA,18299950,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
71,09161966GF,18303211,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
72,03301982JH,18302904,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
73,02071993KH,18305346,
74,11081995MA,18305455,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
75,02161958YW,18306550,
76,08011993JJ,18303990,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
77,10101982RL,18304307,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
78,11041075AL,18306376,
79,01241961WC,18304051,
80,06011985MC,18303711,
81,01171991WT,18302972,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
82,12261968MM,18304206,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
83,10251984MM,18306823,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
84,08011959YB,18302919,
85,08241982SH,18307463,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
86,01101980ML,18309730,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
87,09031993EK,18310534,
88,10291970LR,18309066,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
89,09172002AA,18307445,
90,01181997SC,18308254,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
91,08111980JO,18309576,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
92,07291990TG,18309756,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
93,08231988AB,18309555,
94,11291969SM,18309017,
95,01081971SP,18308385,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
96,10291963SF,18309526,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
97,07071987JM,18310043,
98,11181977DC,18309864,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
99,09131997CK,18310756,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
100,01311959HP,18307084,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
101,03101968JG,18309170,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
102,12121965MC,18308643,
103,08301960BP,18311124,
104,02041980JW,18309841,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
105,01221987JE,18313424,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
106,10041983MB,18311250,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
107,03121991RR,18314311,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
108,12111992AA,18314334,
109,11121966JW,18312752,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
110,02271948CC,18313184,
111,07291993WA,18312336,
112,10262001SS,18312899,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
113,09271997JV,18312538,
114,04251988CL,18313191,
115,06191942ET,18314906,
116,03051994AT,18314426,
117,04231989ED,18311194,
118,06181958JF,18312318,
119,04261966KL,18312333,
120,07051996AC,18312765,
121,09281958DS,18312786,
122,11071996DG,18317810,
123,12111980BS,18315161,
124,01011987LH,18316943,
125,01011985WN,18315773,
126,04251998AO,18315159,
127,05301971MR,18316015,
128,10241991AG,18317460,
129,04151999DH,18320679,
130,07101978BH,18319529,
131,09281974ES,18319262,
132,03091967RK,18319072,
133,12011968SH,18319008,
