Position,Waitlist ID,SR #,Instructions
29,05121965WV,18252923,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
30,05291980RB,18251309,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
31,05071971JL,18252683,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
32,10141982JH,18252356,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
33,10211966CS,18250545,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
34,03151992DS,18250529,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
35,12102001BT,18251033,
36,05242000JR,18251150,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
37,08261970TB,18251100,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
38,09121983TS,18250496,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
39,09231963BS,18251411,
40,09241987RP,18251367,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
41,09291983ZY,18250537,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
42,04251977AC,18251950,
43,12112001DE,18253422,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
44,09011959ET,18253320,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
45,11231971TK,18256294,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
46,08271964CC,18254236,
47,04231969DE,18257107,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
48,03161981NF,18256116,
49,03081984RC,18256165,
50,05211965WV,18256876,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
51,12071998PP,18256265,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
52,03181999TE,18256206,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
53,01011999DB,18254140,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
54,05201997MP,18254409,
55,08281978TM,18254557,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
56,11251985RO,18257007,
57,12101986NA,18257723,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
58,07251982LB,18257113,
59,08071964DV,18256195,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
60,09081958SS,18254643,
61,05272001AW,18258068,
62,05051985GE,18257019,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
63,07081980JP,18256132,
64,08301976HW,18256315,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
65,01112000CR,18254599,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
66,03072005DM,18257204,
67,05111957RG,18254601,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
68,07132003MM,18257219,
69,08031977DW,18254631,
70,05021955DS,18258015,
71,10041985DV,18256738,
72,02181991DJ,18254205,
73,05052001LA,18257749,
74,09041961LW,18257049,
75,07241964CS,18255406,
76,01071984KL,18257206,
77,12212000LW,18261565,
78,09171981JS,18258914,
79,01171982RE,18260872,
80,08012002AC,18258966,
81,02071980MH,18259642,
82,11111982MA,18260224,
83,11091971TL,18260536,
84,01241999LT,18260432,
85,08281960RM,18261480,
86,04292002DM,18260486,
87,09091995HN,18259728,
88,04261966KL,18259680,
89,11111976WC,18259204,
90,09232003BB,18259462,
91,03181990SC,18260442,
92,07142002MJ,18260468,
93,09181996SS,18260403,
94,03051994AT,18259503,
95,09281995MB,18258687,
96,06021991MG,18260925,
97,05041990AR,18258921,
98,07151997US,18259513,
99,06061956DM,18260216,
100,08141988SP,18260513,
101,11091993SD,18258297,
102,12281984AL,18260239,
103,12171986DC,18260904,
104,12031993XL,18260714,
105,09151994JL,18261360,
106,09241949JE,18258975,
107,10201973HN,18263087,
108,10241969NR,18264061,
109,12011968SH,18263803,
110,04151999DH,18266076,
111,12301989SL,18266318,
112,03271970MR,18266055,
113,08301960BP,18264453,
114,07221991JG,18266864,
115,10201980DW,18267887,
116,05151991CD,18269281,
117,04211999RR,18268394,
118,05241997RM,18267796,
119,01181992JS,18269136,
120,02231957CN,18269177,
121,05291991DH,18268702,
122,09231963MG,18267619,
123,02151972SL,18268504,
124,03132001PK,18267534,
125,09131995ET,18269224,
126,12122001JC,18268916,
127,06201966JM,18267337,
128,01011970RP,18269466,
129,03241997SG,18267892,
