Position,Waitlist ID,SR #,Instructions
26,08071964DV,18256195,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
27,09081958SS,18254643,
28,05272001AW,18258068,
29,07081980JP,18256132,
30,08301976HW,18256315,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
31,03072005DM,18257204,
32,05111957RG,18254601,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
33,07132003MM,18257219,
34,08031977DW,18254631,
35,05021955DS,18258015,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
36,10041985DV,18256738,
37,02181991DJ,18254205,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
38,09041961LW,18257049,
39,12212000LW,18261565,
40,09171981JS,18258914,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
41,08012002AC,18258966,
42,11111982MA,18260224,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
43,11091971TL,18260536,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
44,08281960RM,18261480,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
45,04292002DM,18260486,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
46,04261966KL,18259680,
47,11111976WC,18259204,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
48,09232003BB,18259462,
49,03181990SC,18260442,
50,09181996SS,18260403,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
51,03051994AT,18259503,
52,09281995MB,18258687,
53,06021991MG,18260925,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
54,05041990AR,18258921,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
55,07151997US,18259513,
56,06061956DM,18260216,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
57,08141988SP,18260513,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
58,11091993SD,18258297,
59,12281984AL,18260239,
60,12171986DC,18260904,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
61,12031993XL,18260714,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
62,09151994JL,18261360,
63,09241949JE,18258975,
64,10241969NR,18264061,
65,12011968SH,18263803,
66,04151999DH,18266076,
67,12301989SL,18266318,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
68,03271970MR,18266055,
69,08301960BP,18264453,
70,07221991JG,18266864,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
71,10201980DW,18267887,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
72,05151991CD,18269281,
73,04211999RR,18268394,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
74,05241997RM,18267796,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
75,01181992JS,18269136,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
76,02231957CN,18269177,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
77,05291991DH,18268702,
78,09231963MG,18267619,
79,02151972SL,18268504,
80,03132001PK,18267534,
81,12122001JC,18268916,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
82,06201966JM,18267337,
83,03241997SG,18267892,
84,01251966DO,18272570,
85,05221983JY,18271550,
86,03101992ES,18270598,
87,01111980KH,18272936,
88,02011985DN,18273166,
89,02141978AG,18270636,
90,09301995CB,18269746,
91,03241967TL,18272966,
92,06201991QG,18272686,
93,01271989MM,18273500,
94,04261958CL,18270883,
95,02081998MG,18270671,
96,08041995JA,18270928,
97,11141990DT,18273755,
98,09161965RS,18272812,
99,08281992LH,18271586,
100,04301969SG,18273257,
101,11041986CM,18273661,
102,07131988TP,18271537,
103,03161978JP,18270670,
104,10061985TL,18272111,
105,10281950WE,18272075,
106,09261971DP,18271520,
107,08191987OO,18270970,
108,02071971CS,18270660,
109,04261962BM,18270971,
110,06261987FZ,18273994,
111,06111982AB,18275833,
112,11041994JP,18276901,
113,01011988AF,18276061,
114,11011983SR,18277744,
115,11231982LB,18274757,
116,11181988GP,18275421,
117,07021985JH,18276958,
118,12011959NJ,18277535,
119,09071998MA,18275267,
120,05171993SW,18274269,
121,12271993JF,18274047,
122,08081995PM,18276186,
123,12161985GS,18275236,
124,10262001SS,18275848,
125,08121990DM,18276597,
126,08311988DR,18274054,
127,03111966SS,18277402,
128,08282001DF,18276921,
129,04231983AQ,18274052,
