Position,Waitlist ID,SR #,Instructions
33,02141994MC,18296577,
34,02072001JG,18297780,
35,06301995AR,18293705,
36,04151983SD,18300439,
37,08071979IM,18301473,
38,06071984EE,18300501,
39,04091997SM,18302284,
40,05091969LE,18299922,
41,11201964SP,18300520,
42,02111970JW,18299396,
43,05101978NG,18300951,
44,04081989TT,18299160,
45,12121974GF,18300011,
46,09281960LF,18299107,
47,06102003AP,18301101,
48,02071993KH,18305346,
49,02161958YW,18306550,
50,08011993JJ,18303990,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
51,10101982RL,18304307,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
52,11041075AL,18306376,
53,01241961WC,18304051,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
54,06011985MC,18303711,
55,10251984MM,18306823,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
56,08011959YB,18302919,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
57,08241982SH,18307463,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
58,09031993EK,18310534,
59,09172002AA,18307445,
60,08111980JO,18309576,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
61,08231988AB,18309555,
62,11291969SM,18309017,
63,01081971SP,18308385,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
64,07071987JM,18310043,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
65,11181977DC,18309864,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
66,09131997CK,18310756,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
67,01311959HP,18307084,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
68,12121965MC,18308643,
69,08301960BP,18311124,
70,02041980JW,18309841,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
71,01221987JE,18313424,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
72,03121991RR,18314311,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
73,12111992AA,18314334,
74,11121966JW,18312752,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
75,02271948CC,18313184,
76,07291993WA,18312336,
77,09271997JV,18312538,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
78,04251988CL,18313191,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
79,06191942ET,18314906,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
80,03051994AT,18314426,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
81,04231989ED,18311194,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
82,06181958JF,18312318,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
83,04261966KL,18312333,
84,07051996AC,18312765,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
85,09281958DS,18312786,
86,12111980BS,18315161,
87,01011987LH,18316943,
88,01011985WN,18315773,
89,04251998AO,18315159,
90,05301971MR,18316015,
91,10241991AG,18317460,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
92,04151999DH,18320679,
93,07101978BH,18319529,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
94,09281974ES,18319262,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
95,12011968SH,18319008,
96,09041992YJ,18323187,
97,07291956GP,18321546,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
98,05012003IM,18323979,
99,08071958IM,18321896,
100,05261992MA,18322129,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
101,11081969PL,18325047,
102,04301969RG,18323969,
103,04051961BW,18324487,
104,02071995CC,18324167,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
105,05071990MS,18321326,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
106,09181982RC,18324633,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
107,01251993ZM,18325051,
108,11281971LO,18324064,
109,07291987KU,18323877,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
110,02031994TN,18322604,
111,02141985MR,18324622,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
112,02031975BL,18323032,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
113,07171977RF,18321234,
114,06211984ZI,18323446,
115,07121987AE,18322466,
116,08291962SW,18321408,
117,12291968ZS,18323935,
118,11281999RV,18324377,
119,02021995OM,18323350,
120,03071989AT,18323712,
121,12131958LM,18323127,
122,09241949JE,18322313,
123,06251985MS,18329887,
124,08282001DF,18328650,
125,06261957MH,18327645,
126,03142002AB,18329437,
127,04301959MC,18328668,
128,08301976HW,18326299,
129,09161973HR,18326647,
130,04261976CN,18328914,
131,10301987ZJ,18326702,
132,04171979MA,18325845,
133,03201980J,18328335,
134,03191987JC,18328376,
135,04101989JA,18328192,
136,10171998J,18328608,
137,01021988JD,18329957,
138,09271993RA,18326667,
139,03061959ED,18328080,
140,08241994KS,18328273,
141,02271978ED,18328191,
142,08211969NM,18328899,
