Position,Waitlist ID,SR #,Instructions
29,10211997TJ,18247948,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
30,02052000CJ,18246187,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
31,12111949MS,18248063,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
32,06031991KW,18246632,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
33,11271970AS,18248067,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
34,06071985MD,18247903,
35,03241967TL,18246286,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
36,11192001FV,18247761,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
37,10121948JD,18247503,
38,01101979HB,18252670,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
39,11081986DJ,18252947,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
40,06051980JM,18251702,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
41,06161974DV,18251609,
42,01311946DN,18251756,
43,11121962JB,18253493,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
44,05101997AJ,18250506,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
45,07202000MS,18250521,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
46,05121965WV,18252923,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
47,05291980RB,18251309,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
48,05071971JL,18252683,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
49,06201995AC,18252858,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
50,10141982JH,18252356,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
51,10211966CS,18250545,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
52,03151992DS,18250529,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
53,12102001BT,18251033,
54,05242000JR,18251150,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
55,08261970TB,18251100,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
56,09121983TS,18250496,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
57,09231963BS,18251411,
58,09241987RP,18251367,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
59,09291983ZY,18250537,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
60,04251977AC,18251950,
61,12112001DE,18253422,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
62,09011959ET,18253320,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
63,11231971TK,18256294,
64,08271964CC,18254236,
65,04231969DE,18257107,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
66,03161981NF,18256116,
67,03081984RC,18256165,
68,05211965WV,18256876,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
69,12071998PP,18256265,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
70,03181999TE,18256206,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
71,01011999DB,18254140,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
72,05201997MP,18254409,
73,08281978TM,18254557,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
74,11251985RO,18257007,
75,12101986NA,18257723,
76,07251982LB,18257113,
77,08071964DV,18256195,
78,09081958SS,18254643,
79,05272001AW,18258068,
80,05051985GE,18257019,
81,07081980JP,18256132,
82,08301976HW,18256315,
83,01112000CR,18254599,
84,03072005DM,18257204,
85,05111957RG,18254601,
86,07132003MM,18257219,
87,08031977DW,18254631,
88,05021955DS,18258015,
89,10041985DV,18256738,
90,02181991DJ,18254205,
91,05052001LA,18257749,
92,09041961LW,18257049,
93,07241964CS,18255406,
94,01071984KL,18257206,
